index,place,price,time,about_trip,emi
806,scotland,"58,280","
                            5 NIGHTS
                        ","
	• Once you reach London, your amazing holiday will begin. Our driver will meet you in the arrivals hall and then take you to your hotel
	• Check-in and the remainder of the day is yours to spend at your leisure
	• Have a cosy overnight stay at the hotel 
	• Indulge into a delectable breakfast at your hotel 
	• Today on this package, head to visit the famous Madame Tussauds Wax Museum with a 4D show. Later, travel to London Eye to see the panoramic views of the city 
	• Have a snug overnight stay at the hotel 
	• Get a kick out of a tasty breakfast at the hotel and check-out 
	• You will then make a move towards the London station for your onwards journey to Edinburgh
	• Upon reaching Edinburgh, meet your driver and head to your hotel
	• The remainder of the day is yours to spend at your leisure
	• Have a pleasant overnight stay at your hotel 
	• Savour a lavish breakfast at the hotel
	• Get ready to explore the capital of Scotland with the popular Edinburgh Hop-on Hop-off Bus Tour. This will include visits to the Old Town, the Georgian New Town, the Grassmarket where you can listen to the stories about the hangings that took place here, Castle Rock, Edinburgh Castle to get panoramic views of the city, Palace of Holyroodhouse and the Royal Mile 
	• Have a peaceful night’s sleep at the hotel
	• On the last day of your holiday, have a yummy breakfast at the hotel
	• Check-out and then move to the airport for your final departure"," 3,581
                            "
807,scandinavia,"96,990","
                            5 NIGHTS
                        ","
	
		• Arrive Oslo in the morning. Post arrival, get transferred to your hotel
		• Evening free at leisure. Spend the day to explore the city on your own. Oslo - The capital city of Norway. Surrounded by mountains and sea, this compact, cultured city is one of Europe’s fastest  growing capital. It  has earned the honour of being named European Green Capital via the lowest carbon footprints, excellent public transport, city planning emphasising pedestrians and a real commitment to sustainable green  space
		• Overnight stay at hotel
	• Enjoy a scrumptious breakfast at the hotel
	•  Proceed out for your Oslo Selected Highlights Tour to witness Oslo’s culture and sights
	• See the Town House and The House of Parliament. Admire the Royal Palace, built in neo classical style and a concrete symbol of Norwegian history since 1814. This is where the daily work of the monarchy is conducted and  where the King and Queen live. Experience the majestic Akershus fortress for a deeper insight into Oslo’s history. This medieval castle, completed in 1300, was modernised and  converted  into a Renaissance Castle and  Royal residence. Visit the magnificent and unique Vigeland Sculpture Park, the highlight of your city tour and main street of Oslo called the Karl Johan Street, named in honour of King Charles John
	• Overnight stay at the hotel
	
		• Check-out after a lip-smacking breakfast at the hotel
		• Get transferred from Hotel to Station to board a Scenic Train - Norway in Nutshell
		• This legendary tour takes you through the most breathtaking UNESCO-protected fjord and mountain scenery, as well as a trip on Europe’s top scenic rail journey. Proceed towards Myrdal. At Myrdal, you board one of the world’s steepest and scenic train to reach Flam - The small village with the grand surroundings, an area known for it's fjords. Yet again in Flam you board the ferry for a life time experience of the journey to the famous Fjords. You get to experience the Sogne Fjords. Sogne Fjord is world’s most beautiful fjords and is also the narrowest & deepest Fjords. This is protected under the Unesco World Heritage
		• Overnight stay at hotel
	
		• Breakfast at the Hotel
		• At the end of the journey, you arrive at Gudvangen from where you board the coach for Voss and then take a train from Voss to Bergen
		• Continue Norway in Nutshell Journey towards Bergen
		• Arrive Bergen. Get transferred from your Station to the Hotel
		• The evening is at leisure for you to explore the picturesque city in between the seven mountains and the breathtaking fjords
		• Overnight at Hotel
	• Relish a yummy breakfast at the hotel
	• Explore the city on your own with Bergen city card - 24Hrs (Subject to  availability). Experience why Bergen is called a European City of Culture, the Gateway to the Fjords of Norway and a World Heritage City. The Bergen region has the ideal combination of nature, culture and exciting urban life all year around
	• Overnight stay at Hotel in Bergen
	
		• All great holidays must end. Relish a yummy breakfast at the hotel and pack your bags and memories
		• Check-out from the hotel and get transferred to the airport"," 5,960
                            "
808,netherlands,"85,990","
                            9 NIGHTS
                        ","
	• Arrive in Amsterdam - one of the most popular cities of Europe, replete with gorgeous architecture, fashion and food.
	• Once you arrive at the airport, private transfer to hotel
	• Spend the day relaxing and taking in the breath-taking sights this colourful city has to offer
	• Overnight stay at the hotel
	
		• Wake up and grab a delicious breakfast at the hotel
		• Head to your Amsterdam Hop On Hop Off City Tour on seat in coach basis. Tour to explore the vibrant city. The tour takes you from the Central Station all the way up to Anne Frank House, passing by iconic places such as the Royal Theatre Carré, the Jewish Cultural Quarter, and the Artis Royal Zoo, and even the Gassan Diamonds Jeweler. This bustling capital of Netherlands never ceases to disappoint. This tour allows you stop near top attractions, historical museums, monuments and of course the distinctive canal belt of Amsterdam. Don’t miss delights like the Van Gogh museum, the Heineken Brewery and the Flower Market. The tour covers all aspects of Amsterdam: culture, history, and night life. 
		• Overnight stay at hotel
	 
	
	• Check-out from your hotel and make your way to Amsterdam train Station for your train to Frankfurt (Train prices not included, available on request)
	• Arrive Frankfurt, make your way to hotel. Check-in at the hotel and relax today. 
	• This large metropolis houses everything from modern skyscrapers to ancient Gothic structures. History and art museums are a plenty in Frankfurt. An impressive combination of restaurants serving your favourite food, lush parks with a serene atmosphere perfect for relaxing and centuries-old architectural wonders worth–seeing makes the city a must-visit in Germany. 
	• Overnight stay at the hotel
	 
	
		
			• Good morning! Breakfast is ready and served at the hotel
			• Today, you will experience Frankfurt in a Hop On Hop Off Tour of the city. See all there is to see in Frankfurt, one of the most breath-taking cities in Germany due to its masterly combination of ancient landmarks with a sleek and modern cityscape. Explore the variety of Frankfurt, from the Coronation City of the German Emperors to the modern European Banking Centre. See the famous city hall, Romer, the magnificent Paul’s Church, the outstanding Cathedral, the former headquarters of the city's Stadtwehr militia, the shopping street Zeil, the Old Opera and much more. 
			• Overnight stay at hotel
		 
	• Enjoy a scrumptious breakfast at the hotel
	• It’s time to Check-out from the hotel and make your way to the train station for the next destination in your tour! Take the train to Munich (Train prices not included, available on request)
	• Arrive Munich. Make your way from the train station to the hotel. Check-in at the hotel. 
	• Spend the day unwinding and relaxing. Munich is a city of culture and heritage in Germany. The city is a major tourist place with many churches, museums and parks that are a must-visit here. 
	• Overnight stay at the hotel
	• After a lip-smacking breakfast at the hotel, get ready to experience the energy of Paris
	• Begin your discovery of Munich with a city Hop-on Hop-off tour bus. Today, you’ll explore the essential landmarks of the Bavarian capital. Visit Pinakotheken art museums in the Kunstareal museums district, the large imposing squares of Odeonsplatz and Max-Joseph-Platz  which are home to the National Theatre, the Opera House and the Munich Residenz and museum and the Marienplatz. Dominated by the New City Hall, built in a striking Gothic style, the Marienplatz draws millions of visitors every year, many of them wanting to see and hear the famous Glockenspiel in the square. Absorb the atmosphere of this and other quintessential Munich experiences. 
	• Overnight stay at hotel
	• Enjoy your breakfast at the hotel
	• It’s time to Check-out from the hotel and make your way to the train station for the next destination in your tour! Take the train to Lucerne (Train prices not included, available on request)
	• Arrive Lucerne. Make your way from the train station to the hotel. Check-in at the hotel.
	• Spend the day exploring the city on your own. You can explore on foot the city highlights including the Chapel Bridge, the Old Town, Lake Lucerne, various Museums and many more attractions.
	• Overnight stay at the hotel
	 
	• Good morning! Breakfast is ready and served at the hotel
	• Then make your own way by trains and Gondolas for a full day excursion to Mt. Titlis, the highest glacier destination and the biggest ski and snowboard paradise in central Switzerland. To get to Mt. Titlis, you need to pass through a series of two different cable cars. The last leg of the journey involves the world’s first rotating cable car called the Titlis Rotair.
	At Mt. Titlis, you have free time to play and enjoy in the snow, visit the Ice Grotto or just relax at the restaurant. On the terrace on top of Mt. Titlis summit station, if weather permits, you could take an unforgettable ride on the Ice-Flyer, an enclosed ski lift that travels a few meters down the Titlis glacier.
	• Overnight stay at hotel
	
		• Enjoy a breakfast at the hotel
		• Check-out from the hotel and make your way to the train station to catch the train to Zurich (Train prices not included, available on request)
		• Arrive Zurich. Make your way from the train station to the hotel. Check-in at the hotel.
		• Spend the day exploring the city on your own. 
		• Overnight stay at the hotel
		 
	• All great holidays must end. Relish a yummy breakfast at the hotel and pack your bags and memories
	• Check-out from the hotel and get transferred to the airport."," 5,284
                            "
809,toronto,"1,40,990","
                            7 NIGHTS
                        ","
	
		On arrival, transfer from Toronto International Airport to Niagara hotel. Later check-in at the hotel and evening is at leisure. Don’t miss the beauty of illuminated Niagara Falls by night, featuring a rainbow of coloured lights on the falls. Overnight in Niagara Falls hotel.
	After breakfast, check-out and keep luggage in the lobby. Then proceed to the Table Rock Center to avail your Niagara Falls Adventure Pass. Experience the Hornblower Cruise - 30 minutes’ cruise taking you close to the breath-taking mists of Niagara Falls, Journey Behind the Falls - an engraved cave behind the Niagara Falls, which opens up to the mighty Horseshoe Falls, Niagara's Fury – a 4D show featuring the moving platform beneath your feet, while you are surrounded by stunning visuals, White Water Walk – a boardwalk at the very edge of the world's wildest Whitewater! Later, transfer to Toronto. Overnight in Toronto hotel.
	After breakfast, discover what lies behind Toronto’s famous skyline on a comprehensive City Tour. Experience the sights and sounds of this cosmopolitan city, highlights include Eaton Center, City Halls, Casa Loma, Yorkville and the University of Toronto. Pass by the Rogers Centre, the CN Tower and drive along the Harbour-front for a complete impression of the city. Later afternoon, free time to explore optional activities like Harbour Cruise, Ripley’s Aquarium and much more. Overnight in Toronto hotel.
	After breakfast, check-out and proceed to Toronto Union Station (own arrangements) to board VIA Rail to Ottawa. Pass through quaint little towns along Lake Ontario, the historic city of Kingston and the Thousand Islands region. On arrival proceed to hotel (own arrangements).  Rest of the day is at leisure, to explore the charm of Canada’s Capital City. Overnight in Ottawa hotel.
	After breakfast check-out and keep luggage in the lobby, further proceed on Tour of Ottawa (Step-on Step-off). A cosmopolitan city with Victorian architecture and renowned museums, with noted collections from various artists. See parliament buildings, embassies, universities, museums, Canadian Mint, the National Gallery of Canada, Canadian Museum of History, the residence of the Prime Minister and the National Arts Centre. Drive through scenic gardens, parklands and along the Rideau Canal, one of Ottawa's picturesque waterways. Afternoon proceed to Ottawa station (own arrangements) to board VIA Rail to Montreal. On arrival proceed to hotel (own arrangements). Later, explore Montreal’s vibrant and dynamic culture. Overnight in Montreal hotel.
	 
	After breakfast, proceed on Sightseeing Tour of Montreal. Highlights includes, a photo-stop at the beautiful Notre Dame (entrance not included) - a Basilica renowned for its finest Gothic Revival architecture with extra-ordinary rich interior decoration, the residential and financial districts, historic Old Montreal, an outside view of the Olympic Complex, St. Joseph Oratory (photo-stop), a view of the campus of McGill University and a panoramic view from an observation point on top of Mont Royal. Later afternoon, free time to explore optional activities like Biodome, St. Lawrence River Jet Boating and much more. Overnight in Montreal hotel.
	 
	After breakfast, proceed on a Full-Day Visit to Quebec City, the provincial capital and discover the historical treasures and wonderful exuberant atmosphere. A professional guide will take you on a 45-minute walking tour through Place Royale, the birthplace of French civilization in North America. Tour highlights include the Upper and Lower Towns, the Parliament Buildings, the Plains of Abraham, the Citadel, Chateau Frontenac, Place d’Armes, Quebec National Assembly, the Notre Dame Basilica and a visit to Montmorency Falls. You can admire the falls view from the cable car, suspended bridge or stairs climbing up the side of the cliff (at an additional cost). Overnight in Montreal hotel.
	 
	After breakfast check-out and keep luggage in the lobby. Rest of the morning is at leisure. Later, transfer to Montreal Airport to connect flight to onward destination.
	 "," 8,664
                            "
810,malaga,"66,990","
                            7 NIGHTS
                        ","
	
	"," 4,116
                            "
811,malaga,"87,990","
                            9 NIGHTS
                        ","
	• Arrive in Barcelona
	• Once you arrive at the airport, get transferred to your hotel
	• Spend the day relaxing and taking in the breath-taking sights this city has to offer. This enchanting city has so much to offer from ancient architectural wonders to first-rate museums to the Catalan cuisine and the fun-loving people. Barcelona is where you will find the beauty of the past, blending perfectly with the excitement of the present.
	• Overnight stay at the hotel
	• Good morning! Breakfast is ready and served at the hotel
	• Today, you will experience Barcelona in a Hop On Hop Off Tour of the city. Barcelona has a rich cultural background and today, it is a significant cultural center and a popular tourist destination. It has numerous monuments that have featured in the UNESCO World Heritage Sites like the Park Guell, Casa Mila, La Sagrada Familia, Palau de La Musica Catalana, etc. Enjoy being overwhelmed by the view of Antoni Gaudi's most outstanding works of art, admire the medieval architecture of the Gothic Quarter and the architectural splendor and modern luxury brands in Passeig de Gracia, and top it all up with a relaxing swim in the Mediterranean beaches or a visit to the vibrant Football Club Barcelona. 
	• Overnight stay at hotel
	 
	• After a lovely breakfast at the hotel, prepare for the next leg of your Europe tour 
	• Check-out from your hotel and make your way to the Barcelona train Station for your train to Malaga (Train prices not included, available on request)
	• Arrive Malaga, transfer to hotel. Check-in at the hotel and relax today. 
	• Discover Malaga, which boasts some of the most significant cultural infrastructures and heritages in Europe. Málaga truly has it all, and its sights range from scenic beaches and hikes to its century-old castle structures, stylish harbors and excellent restaurants. 
	• Overnight stay at the hotel
	
		
			• After a lip-smacking breakfast at the hotel, get ready to experience the energy of Malaga
			• Begin your discovery of Malaga in a Hop On Hop Off Tour of the city. Various squares and walkways are dotted around Málaga, which you can stop at for a stroll and discover the history and culture the city has to offer. The different colors and structures around Málaga will ensure you get a warm welcome as you sit back and relax while your bus tour unfolds.
			• Overnight stay at hotel
			 
	• Enjoy a scrumptious breakfast at the hotel
	• Check-out from your hotel and make your way to Malaga train Station for your train to Seville (Train prices not included, available on request)
	• Arrive Seville, transfer to hotel. Check-in at the hotel and relax at the hotel. 
	• Discover Seville, the capital city of Andalucia, and visit its popular sightseeing landmarks in the afternoon in a Hop On Hop Off Tour of the city. See the best of Seville - the artistic, cultural, and financial capital of southern Spain. You will not be short of things to do in this beautiful city! Historical masterpiece of a city, you will see so much from prestigious Islamic monuments, to gardens and Flamenco festivals. 
	• Overnight stay at the hotel
	• Enjoy a delicious breakfast at the hotel
	• Check-out from your hotel and make your way to Seville train Station for your train to Madrid (Train prices not included, available on request)
	• Arrive Madrid, transfer to hotel. Check-in at the hotel and relax today
	• Overnight stay at the hotel
	• Wake up and grab a delicious breakfast at the hotel
	• Explore Madrid with a mid-day visit to the Royal Palace, the official residence of the Spanish monarchy from 1765 to 1931. Followed by a fully-guided panoramic tour of Madrid where you can learn about the origins of Spain’s fascinating capital city through its architecture. Visit beautiful quarters of Madrid of the Hapsburgs and Madrid of the Bourbons. Followed by, monuments from the time of the reign of Joseph Bonaparte in the 19th century including the elegant Plaza de Oriente and the Prado Museum.
	• You will also discover the boulevards of contemporary Madrid; the Gran Via, the Paseo de la Castellana, the Salamanca quarter, the Plaza de Castilla, the Parque del Oeste, the University Quarter, the commercial and business areas of Modern Madrid, the Las Ventas bullring before ending the tour with a visit to the Santiago Bernabeu Stadium, home of European football champions Real Madrid. During the tour, we will make a stop for a relaxing drink at the world famous Hard Rock Cafe. 
	• Overnight stay at the hotel
	• Enjoy a scrumptious breakfast at the hotel
	• It’s time to Check-out from the hotel and make your way to the Station for the next destination in your tour! Take a train to Lisbon (Train charges not included, available on request)
	• Arrive Lisbon. Make your way from the airport to the hotel. Check-in at the hotel.
	• Spend the day unwinding and relaxing. Spend time exploring Lisbon. 
	• Overnight stay at the hotel
	• After a lip-smacking breakfast at the hotel, get ready to experience the energy of Lisbon
	• Begin your discovery of Lisbon with a Hop On Hop Off Tour of the city. Explore Lisbon, a historical city full of stories to tell. Where old customs and ancient history intermix with cultural entertainment and hi-tech innovation. Don't forget to listen to Fado, a unique musical expression and the most melancholic reason to visit Lisbon.
	• Overnight stay at hotel
	 
	• All great holidays must end. Relish a yummy breakfast at the hotel and pack your bags and memories
	• Check-out from the hotel and get transferred to the airport for your onward flight."," 5,407
                            "
812,oman,"56,990","
                            3 NIGHTS
                        ","
	
		
			
				
					Meet our representative at Muscat International Airport, Get relaxed & unwind yourself.
					Overnight in hotel. 
	After breakfast proceed for half day city tour.
	On this tour, you will begin with a visit to the Grand Mosque, an erection of architectural magnificence and a religious landmark of serenity. A must visit for all tourists; the Mosque is open for viewing from 8-11 am, except on Fridays. Your next stop will be at scenic Muttrah, where you will stroll through lush stalls of fish and vegetables, laid out generously at the local market. You then proceed to the city’s exquisite Muttrah Souq, famous for its assortment of tiny shops that sell exclusive embellishments and miniature relics of Omani art, tradition and culture. A perfect blend of ancient and modern, this souq area gives you in right proportions, the sightings, fragrances and resonance of Oman. You then drive past the Corniche and the capital area, which will lead you to your next halt at the Sultan’s Palace, fringed by the Portuguese forts – Jalali and Mirani. The Bait Al Zubair Museum Visit is next on the list, waiting to give you a glimpse of Omani history and culture. Your tour ends here. 
	Please Note: Men and women are requested to kindly wear appropriate clothing that covers their arms and legs completely. Ladies will also need to conceal their head with a scarf.  
	Grand Mosque visiting hours is 8-11 am only. No visit on Friday possible.
	Return back to the hotel. Rest of the day at leisure. Overnight stay in Muscat.  
	After breakfast, proceed for a discover dive at Daymaniyat islands, one of Oman’s premier dive spots. Virtually everyone who comes here does so to dive, or at least snorkel (see Diving the Daymaniyats). There are nine low, rocky little islets here, strung out in a line from east to west and clustered in three quite widely separated groups, surrounded by coral reefs. 
	Enjoy a discover dive with an instructor. Picnic snack box, water will be provided. 
	By late noon return back to hotel. Overnight stay in Muscat. 
	
		
			
				After breakfast at the hotel, get Check out formalities done & proceed to airport for your flight back."," 3,502
                            "
813,oman,"39,990","
                            3 NIGHTS
                        ","
	
		
			
				
					Meet our representative at Muscat International Airport, Get relaxed & unwind yourself.
					Overnight in hotel. 
	
		After Breakfast the guests are on there own to Explore the Sultanate. Below are some optional tours to opt from
		 
		Option 01 GREEN MOUNTAIN TOUR – 4 WD tour Full day tour
		The tour begins at Nizwa, exploring its fort and traditional market. The journey continues to Wadi al
		Madeen, from where a 36-km drive through a scenic mountain road brings visitors to Al Jabal Al Akhdar
		(2000 metres above sea level), the green mountain of Hajjar mountain ranges, truly a unique attraction in
		the Arabian Peninsula. Al Jabal Al Akhdar is famed for its temperate cool climate and tropical fruit
		orchards. The villages overlook a spectacular landscape of awesome peaks, gorges and wadis. Picnic
		lunch is served on this tour.
		 
		Option 02 OMAN’S GRAND CANYON – 4 WD tour Full day tour
		Morning start. The drive then continues through graded tracks, stopping at Wadi Ghul, a fascinating
		village surrounded by lofty mountain ranges. The panoramic mountain drive brings visitors to Jabal
		Shams (Mountain of the Sun), the second highest peak in the Arab Gulf region, rising to over 2000
		metres. The picturesque setting offers incredible views of the rugged landscape. A visit to the mountain
		village of Misfah offers a rewarding study of ancient architecture sen in stone houses. Enjoy picnic
		lunch enroute before returning to Muscat.
		 
	""After Breakfast the guests are on there own to Explore the Sultanate. Below are some optional tours to opt from
	 
	Option 01 DAY IN THE DESERT -4 WD tour Full day tour
	Drive south towards the 8000 square kilometre expanse of sand to experience the magic of a true desert
	at Wahiba sands- almost a sea of constantly shifting sands. A drive through the awe inspiring sand
	dunes is a must. Enjoy some 4x4 dune-bashing, and ride camels. Later, visit a local Bedouin family in
	their home to get a close up view of their lifestyle and share coffee & dates with the genuine Bedouins. A
	short drive away from the desert is Wadi Bani Khalid... A lush valley. Enjoy a refreshing swim in its
	coolwaters before enjoying a picnic lunch and driving back to Muscat.
	•Note: bring plenty of sunscreen, good shoes, towels and swim wear.
	 
	Option 02 COASTAL DELIGHTS – 4 WD tour Full day Tour
	This tour takes you through one of the most amazing scenic spots in the country. One can visit Quriyat, a
	small coastal fishing village, and proceed on an off road trip via Wadi Al Arbeen to Wadi Tiwi and Fins
	Beach. The drive on the graded track leads to Wadi Shab, one of Oman's spectacular wadis, which flows
	with fresh water most of the year alongside banana plantations and rocky paths. Enjoy a picnic lunch in
	Wadi Shaab before returning back to Muscat with some amazing photographs of the varied landscape of
	Oman.""
	 
	
		After breakfast at the hotel, get Check out formalities done & proceed to airport for your flight back.
		 "," 2,457
                            "
814,orlando,"1,71,990","
                            9 NIGHTS
                        ","
	
		Welcome to the ""Big Apple, The City That Never Sleeps"" - New York is a city of superlatives : America's biggest, its most exciting, its business and cultural capitals, the nation's trendsetter. It is one of the world's major centers of commerce and finance.
		Upon arrival at the airport, driver will meet you and transfer you to the hotel. Airport transfers from JFK will be from 11 am to 2 pm. Should you arrive after this time you can take a taxi to the hotel or please see optional section for rates for transfers.
		After arrival at the hotel, check in, take some time to freshen up and meet in the hotel lobby for transfer to dinner (approximately 7.30 pm), following which we will head to Times Square k
		Free Time at Times square. You can opt to see Madame Tussauds wax museum in Times square or The Ride, an interactive bus tour while at Times Square or go atop the Empire State Buildings 86th floor for a spectacular view of New York Skyline (Refer to optional section for details and pricing). 
	After breakfast, we proceed for a Full day city tour of New York. First, we will head to Battery park for a 15 min ferry ride to see
	USA’s famous landmark, “Statue of Liberty”. This is one of the most recognized symbols of freedom and democracy in the World.  The Statue was a gift from France to USA in 1885. Tour  the grounds and take pictures with Lady Liberty.
	We will proceed back to Battery park to continue with our guided city tour with our tour guide. We will take a photo stop at iconic Wall Street bull. This is a 7001-pound structure at the financial  district in Manhattan, depicting a charging bull, the symbol of aggressive financial optimism and prosperity.
	Later we drive through Rockefeller Center, Ground Zero, United Nations and Trump tower.
	We will then proceed to visit One World Observatory. It is located at the top of the tallest building in the Western Hemisphere. Its stands where the iconic Twin Towers  stood, also referred to as Ground Zero. The experience will go beyond the view as you can explore three levels of the Observatory filled with innovation and inspiration.
	Transfer to restaurant for dinner. 
	After breakfast, we check out of the hotel and drive towards Washington DC (4 hrs drive).
	On arrival at Washington DC, the capital of Usa you will be met by an experienced tour guide for a 4-hour guided city tour. Washington DC is the capital city of the United States of America. It is a city of monuments, memorials, historic neighborhoods and 
	After the city tour, we will visit the Smithsonian Air and Space Museum. The Smithsonian National Air and Space Museum maintains the largest collection of historic air and spacecraft in the world. The museum features 22 exhibition galleries, displaying hundreds of artifacts including the original Wright 1903 Flyer, the ""Spirit of St. Louis,"" and the Apollo 11 command module. The National Air and Space Museum is a must-see for visitors to Washington, DC. It is the most visited museum in the world and appeals to all ages.
	Proceed to dinner before checking into hotel.
	After breakfast, we check out of the hotel and drive towards Harrisburg, where we will visit the Hersheys Chocolate Factory (approximately 4 hours drive) 
	After visit to Hershey Choc factory we will drive towards Niagara Falls (USA side). (approximately 5-hour drive). Sit back, relax and enjoy the views of the American countryside with windmills and dairy farms.
	Upon Arrival into Niagara, transfer to restaurant for dinner. After dinner transfer to hotel. Overnight in Niagara.
	After breakfast, we will board the famous boat, “Maid of the mist”. This boat ride takes close and around the American and Horseshoe Falls.
	Later, proceed to The Cave of the Winds, (Seasonal) which takes you closer to the waters of Niagara Falls than you thought possible. You will ride an elevator 175 feet (53 meters) deep into the Niagara Gorge. Then, clad in a bright yellow poncho and 
	Visit Niagara Adventure Theater. This 40-minute film, on a 45-foot screen, by Oscar Winning producer Keith Merrill, delivers a captivating story of Niagara Falls explorers and daredevils via historic footage and contemporary, cutting-edge photography.
	Next on to Aquarium of Niagara, the Aquarium of Niagara features eight unique marine mammals, seven Humboldt Penguins and over 40 exhibits for you to see, enjoy and absorb.
	The Niagara Gorge Discovery Center, also known as the Schoellkopf Geological Museum, is located on the American side of Niagara Falls showcases the natural history of the Falls and the Niagara Gorge via the ancient rock layers and minerals.
	Be back at the hotel late afternoon to be transferred to Outlet Malls for shopping. 2 hours of shopping time before we proceed to dinner.
	After dinner, you can opt to walk to the falls to watch the Niagara Illumination. Walk back to hotel. Overnight in Niagara.
	After breakfast proceed to Buffalo airport for your flight to Orlando.
	Arrive into Orlando, you will be transferred to hotel. Take some time to freshen up and then head for dinner. 
	After breakfast wait for the hotel shuttle to take you to Walt Disney’s Magic Kingdom. 
	After Breakfast, head to Disney’s Epcot center where you can touch the future and travel the world with an amazing array of attractions and live performances. This is an area of 260 acres devoted to past achievements and the future of technology. World showcase offers a kind of permanent World Fair, with pavilions devoted to eleven countries. Transfer back to hotel via hotel shuttle. Walk to restaurant for dinner.
	Overnight in Orlando.
	
		Aquatic world come alive at SeaWorld in Orlando. Experience one-of-a-kind attractions, thrilling rides and up-close animal interactions.
		Enjoy full day at SeaWorld. In the evening take the shuttle for transfer back to hotel. Head to dinner at restaurant. 
	After breakfast check out of the hotel for transfer to airport for flight home/next destination or you can opt to go on a cruise to Bahamas. "," 10,568
                            "
815,orlando,"71,990","
                            5 NIGHTS
                        ","
	
		
			Arrive into Orlando MCO airport and be transferred to your hotel 
			 
			Overnight at Orlando 
			 
		 
	
		Breakfast at the hotel 
		The legacy of Pearl Harbor lives on, with Hawaii playing a critical role during the turn of events that reshaped world history. On this popular narrated tour of Pearl Harbor, the USS Arizona Memorial and other historic Honolulu landmarks, you will explore firsthand what happened on Dec. 7, 1941 and how it greatly impacted the outcome of World War II. The excursion begins at Pearl Harbor to relive the events that unfolded on that fateful Sunday morning in 1941, when U.S. forces at Pearl Harbor came under attack by Japan, catapulting the United States into World War II. 
		 
		A visit by boat to the USS Arizona Memorial then offers a real-time setting for reflecting on the extensive battle that took place, leading to the loss of life of 1,177 of the ship’s crewmen.
		The journey then moves onward to the National Memorial Cemetery of the Pacific, where many of those who fought for their country are buried, and finally past Honolulu’s most noteworthy historical landmarks, including Iolani Palace, Kawaiahao Church, the Hawaii State Capitol and Honolulu City Hall.
		 
		After tour return to hotel. Overnight at Honolulu.
		
	 
	
		
			Day at Leisure or optional Atlantis Submarine tour or Polynesian Cultural Center. 
			 
			Overnight at Honolulu 
		 
	Arrive into Maui, transfer to the hotel 
	 
	Over Night in Maui
	 
	
		Breakfast at the hotel 
		We invite you to discover the beautiful side of Miami. Gorgeous mansions, the “heart” of South beach; were you can appreciate the Art Deco District, Coconut Grove, the beautiful streets of Coral Gables, with a stop at the famous Biltmore Hotel; The Little Havana an its Calle Ocho (Eight St), Downtown and the Financial District. The last stop is the Bayside Market Place; a unique Mall with plenty of exclusive shops, restaurants, bars, and a huge variety of outdoors entertainment in a relaxing atmosphere, this beautiful place is guaranteeing to be an unforgettable time for you and your family. 
		 
		After the city tour, return to hotel.  Over Night in Miami. 
		
	
		
			
				Breakfast at the Hotel 
				 
				Check out of the hotel and transfer to airport for flight to next destination/home. 
				 
				 
				HAVE A SAFE TRIP!!
				 
			 
		 "," 4,424
                            "
